id,name,short_name,city_name,lat,long,url
888,Club Sportif Pertuisien,CSP,Pertuis,,,
889,Csm Sully/loire Badminton,CSMSB,Sully-sur-Loire,,,
890,Club Sport. Mult. Gennevillois,CSMG,Gennevilliers,,,
891,Club Sport. Mun. Eaubonne,CSME,Eaubonne,,,
892,Club Sptf Monterelais Badminton,CSMB,Montereau-Fault-Yonne,,,
893,Club Sportif Multisports 20eme,CSM20,Paris,,,
894,CSLG Badminton Ajaccio,CSLGBAD,Ajaccio,,,
895,Cercle St Jean - Badminton,CSJBAD,Augny,,,
896,Club Sportif Eguzonnais section Badminton,CSEBAD,Éguzon-Chantôme,,,
897,Club Sportif CTS - section Badminton,CSCTS,Strasbourg,,,
898,Club Sportif De Courtry Badminton,CSCB,Courtry,,,
899,Club Sportif De Clichy Badminton,CSC92,Clichy,,,
900,C. Sportif Badminton Wittelsheim,CSBW,Wittelsheim,,,
901,Chalon-sur-Saône Badminton Club,CSBC,Chalon-sur-Saône,,,
902,Club Sportif de Badminton Cloyes sur le Loir,CSBC,Cloyes-sur-le-Loir,,,
903,Club Sportif Bellac Badminton,CSBBAD,Bellac,,,
904,Club Sportif De Beauvoir De Marc,CSBB38,Beauvoir-de-Marc,,,
905,Cercle Sportif Badminton Bry,CSBB,Bry-sur-Marne,,,
906,Club Sportif de Badminton Asniérois,CSBA,Asnières-sur-Seine,,,
907,Cs Betton Badminton,CSB,Betton,,,
908,Comité Sportif Bouraillais,CSB,Bourail,,,
909,Club Sportif Braytois- Badminton,CSB,Bray-sur-Seine,,,
910,Csag badminton Mourmelon,CSAG51,Mourmelon,,,
911,C Sportif et Artistique du Fort du Kremlin Bicêtre,CSAFKB,Le Kremlin-Bicêtre,,,
912,Csa-esog Badminton Chatellerault,CSAD.C,Châtellerault,,,
913,Club Sportif et Artistique du CNSD,CSACNSD,Fontainebleau,,,
914,Club Sportif Artistique et Culturel Vauban,CSAC,Lille,,,
915,CSA Badminton,CSABAD,Les Andelys,,,
916,CSA de la Valbonne,CSA.LV,Béligneux,,,
917,Club Sportif Ambertois Badminton,CSA,Ambert,,,
918,Championnet Sports,CS,Paris,,,
919,Club Rislois De Badminton,CRB,Pont-Audemer,,,
920,Les Craquettes Du Ried,CR,Hilsenheim,,,
921,CPS Xtrem Bad,CPS10,Paris,,,
922,Cercle Paul Bert Badminton,CPB,Rennes,,,
923,Club Omnisport Wattrelosien,COW,Wattrelos,,,
924,C O Verquigneul Badminton,COVB,Verquigneul,,,
925,Club Omnisports de Valbonne,COV,Valbonne,,,
926,Cosma Badminton Saint Laurent du Maroni,COSMABAD,Saint-Laurent-du-Maroni,,,
927,Club Omni-sports Mun. Arcueil,COSMA,Arcueil,,,
928,C.O.S.Marcilly,COSM,Marcilly-en-Villette,,,
929,Corpo,CORPO68,Mulhouse,,,
930,Corpo67,CORPO67,Strasbourg,,,
931,Corpo,CORPO,Balma,,,
932,Cercle Olympique Pleine-fougeres,COPF,Pleine-Fougères,,,
933,Ssl La Concorde 1913 Duttlenheim,CONCOR,Duttlenheim,,,
934,C. Olympique Multisport Bagneux,COMB,Bagneux,,,
935,Club Omnisports de la Montagne,COM,La Montagne,,,
936,Colo Bad,COLOBAD,Colomars,,,
937,C.o. Gargenville Badminton,COG,Gargenville,,,
938,Comité Départemental 07-26,CODEP 26/0,Valence,,,
939,Club Omnisports de Chatelus-Malvaleix,COCM,Châtelus-Malvaleix,,,
940,C. O. Des Cheminots De L'est,COCEP,Chelles,,,
941,Centre Omnisports Chennevieres B,COCB,Chennevières-sur-Marne,,,
942,Cabestany Olympique Culturel Badminton,COCB,Cabestany,,,
943,Club Omnisports Chateau Du Loir,COC,Château-du-Loir,,,
944,Chabossiere Olympique Club,COC,Couëron,,,
945,Club Omnisports De Courcouronnes,COC,Courcouronnes,,,
946,Colmar B.ra.,COBRA,Colmar,,,
947,Comité Badminton Club 72,COBAD72,Le Mans,,,
948,Come On Arthon Badminton,COABAD,Arthon,,,
949,Club Omnisports Aiglon,COA,Le Lamentin,,,
950,Châtel Multi-Sports,CMS,Châtel-Saint-Germain,,,
951,CMO La Foa Badminton,CMOLFB,La Foa,,,
952,Club Municipal De Floirac,CMF,Floirac,,,
953,Champs sur Marne Badminton,CMB,Champs-sur-Marne,,,
954,Cercle Laique Tourelles Orléans Badminton Event,CLTO.EVENT,Orléans,,,
955,Cercle Laïque des Tourelles Orléans Badminton,CLTO,Orléans,,,
956,Club Loisirs Tourlaville,CLT,Tourlaville,,,
957,Club Loisirs Badminton La Frenaye,CLBF,La Frénaye,,,
958,Club Les Bois Furieux,CLBF,Seilhac,,,
959,Club Loisir de Badminton de Dampierre,CLBD70,Dampierre-sur-Salon,,,
960,Chateau Landon Bc,CLBC,Château-Landon,,,
961,Cheyl'as Du Volant,CLAV38,Le Cheylas,,,
962,Centre Loisirs et Animation Patay,CLAP,Patay,,,
963,Club des Jeunes de Puisaye Forterre - Badminton,CJPFBAD,Saint-Amand-en-Puisaye,,,
964,Club Jeunes Mont près Chambord Badminton,CJMBAD,Mont-près-Chambord,,,
965,Club Des Jeunes De Luneray,CJL,Luneray,,,
966,Club Jeunesse Indonesienne,CJI,Noumea,,,
967,Cercle Jules Ferry,CJF,Saint-Malo,,,
968,Club Islois De Badminton,CIB,L'Isle-sur-la-Sorgue,,,
969,Ch'Grand Bad,CHGB69,Grandris,,,
970,Condé sur Huisne Badminton,CHB,Condé-sur-Huisne,,,
971,Les Chouettes Amis Badistes de Prayssas,CHABADAS47,Prayssas,,,
972,Badminton Chauny,CHABAC,Chauny,,,
973,Chateau Gontier Badminton Club,CGBC,Château-Gontier,,,
974,Club Ganathain Badminton,CGB69,Genay,,,
975,Club Fous Du Volant Vendome,CFVV,Vendôme,,,
976,Cercle d'Education Sportive de Tours,CEST,Tours,,,
977,Courir en Lévézou,CEL,Villefranche-de-Panat,,,
978,Club Esperance Badm. Nogent,CEBN,Nogent-sur-Seine,,,
979,Cercle De Badminton Strasbourg,CEBA,Strasbourg,,,
980,Chemin des Cimes,CDC,Montpellier,,,
981,Cadets de Bretagne,CDBR.35,Rennes,,,
982,Comité Départemental 95,CD95,Eaubonne,,,
983,Comité Départemental 94,CD94,Créteil,,,
984,Comité Départemental 93,CD93,Les Pavillons-sous-Bois,,,
985,Comité Départemental 92,CD92,Chaville,,,
986,Comité Départemental 91,CD91,Mennecy,,,
987,Comité Départemental 89,CD89,Joigny,,,
988,Comité Départemental 88,CD88,Plombières-les-Bains,,,
989,Comité Départemental 87,CD87,Limoges,,,
990,Comité Départemental 86,CD86,Poitiers,,,
991,Comité Départemental 85,CD85,La Roche-sur-Yon,,,
992,Comité Départemental 84,CD84,Saint-Romain-en-Viennois,,,
993,Comité Départemental 83,CD83,Brignoles,,,
994,COMITE DEPARTEMENTAL 82,CD82,Montauban,,,
995,Comité Départemental 81,CD81,Albi,,,
996,Comité Départemental 80,CD80,Amiens,,,
997,Comité Départemental 79,CD79,Niort,,,
998,Comité Départemental 78,CD78,Élancourt,,,
999,Comité Départemental 77,CD77,Melun,,,
1000,Comité Départemental 76,CD76,Saint-Pierre-le-Vieux,,,
1001,Comité Départemental 75,CD75,Paris,,,
1002,Comité Départemental 74,CD74,Annecy,,,
1003,Comité Départemental 73,CD73,Chambéry,,,
1004,Comité Départemental 72,CD72,La Flèche,,,
1005,Comité Départemental 71,CD71,Germolles-sur-Grosne,,,
1006,Comité Départemental 70-90,CD70-90,Héricourt,,,
1007,Comité De Badminton Rhône-Lyon Métropole,CD69,Lyon,,,
1008,Comité Départemental 68,CD68,Staffelfelden,,,
1009,Comité Départemental 67,CD67,Strasbourg,,,
1010,Comité Départemental 66,CD66,Perpignan,,,
1011,Comité Départemental 64,CD64,Pau,,,
1012,Comité Départemental 63,CD63,Le Crest,,,
1013,Comité Départemental 62,CD62,Angres,,,
1014,Comité Départemental 61,CD61,Alençon,,,
1015,Comité Départemental 60,CD60,Beauvais,,,
1016,Comité Départemental 59,CD59,Villeneuve-d'Ascq,,,
1017,Comité Départemental 57,CD57,Metz,,,
1018,Comité Départemental 56,CD56,Vannes,,,
1019,Comité Départemental 55,CD55,Commercy,,,
1020,comité départemental 54,CD54,nancy,,,
1021,Comité Départemental 53,CD53,Laval,,,
1022,Comité Départemental 51,CD51,Tinqueux,,,
1023,Comité Départemental 50,CD50,Saint-Lô,,,
1024,Comité Départemental 49,CD49,Les Ponts-de-Cé,,,
1025,Comité Départemental 48,CD48,Mende,,,
1026,Comité Départemental 47,CD47,Agen,,,
1027,Comité Départemental 46,CD46,Prudhomat,,,
1028,Comité Départemental 45,CD45,Olivet,,,
1029,Comité Départemental 44,CD44,Nantes,,,
1030,Comité Départemental 43,CD43,Coubon,,,
1031,Comité Départemental 42,CD42,Saint-Étienne,,,
1032,Comité Départemental 41,CD41,Lamotte-Beuvron,,,
1033,Comité Départemental 40,CD40,Gousse,,,
1034,Comité Départemental 39,CD39,Montmorot,,,
1035,Comité Départemental 38,CD38,Fontaine,,,
1036,Comité Départemental 37,CD37,Tours,,,
1037,Comité Départemental 36,CD36,Châteauroux,,,
1038,Comité Départemental 35,CD35,Rennes,,,
1039,Comité Départemental 34,CD34,Hérault,,,
1040,Comité Départemental 33,CD33,Bordeaux,,,
1041,Comité Départemental 32,CD32,Auch,,,
1042,Comité Départemental 31,CD31,Labège,,,
1043,Comité Départemental 30,CD30,Nîmes,,,
1044,Comité Départemental 29,CD29,Brest,,,
1045,Comité Départemental 28,CD28,Challet,,,
1046,Comité Départemental 27,CD27,Gasny,,,
1047,Comité Départemental 25,CD25,Besançon,,,
1048,Comité Départemental 24,CD24,Périgueux,,,
1049,Comité Départemental 23,CD23,Guéret,,,
1050,Comité Départemental 22,CD22,Ploufragan,,,
1051,Comité Départemental 21,CD21,Côte d'Or,,,
1052,Comité Départemental 19,CD19,19100,,,
1053,Comité Départemental 18,CD18,Bourges,,,
1054,Comité Départemental 17,CD17,Rochefort,,,
1055,Comité Départemental 16,CD16,Angoulême,,,
1056,Comité Départemental 15,CD15,Aurillac,,,
1057,Comité Départemental 14,CD14,Caen,,,
1058,Comité Départemental 13,CD13,Marseille,,,
1059,Comité Départemental 12,CD12,Rodez,,,
1060,Comité Départemental 11,CD11,Limoux,,,
1061,Comité Départemental 10-52,CD10-52,Saint-Dizier,,,
1062,Comité Départemental 09,CD09,Foix,,,
1063,Comité Départemental 08,CD08,Charleville-Mézières,,,
1064,Comité Départemental 06,CD06,Nice,,,
1065,Comité Départemental 05,CD05,Aspres-sur-Buëch,,,
1066,Comité 04,CD04,Manosque,,,
1067,Comité Départemental 04,CD04,Digne-les-Bains,,,
1068,Comité 04,CD04,Manosque,,,
1069,Comité Départemental 04,CD04,Digne-les-Bains,,,
1070,Comité Départemental 03,CD03,Montluçon,,,
1071,Comité Départemental 02,CD02,Chauny,,,
1072,Comité Départemental 01,CD01,Bourg-en-Bresse,,,
1073,"Cercle Culturel, Sportif et Social de Lingolsheim",CCSSL,Lingolsheim,,,
1074,CLUB CORPO LIGUE NORD PAS DE CALAIS,CCL5962,Villeneuve-d'Ascq,,,
1075,Club Castelroussin Badminton,CCBA,Châteauroux,,,
1076,Club Caladois De Badminton,CCB69,Villefranche-sur-Saône,,,
1077,Club Carhaisien Badminton,CCB,Carhaix-Plouguer,,,
1078,Compound Club Athl.capdenac,CCAC,Capdenac-Gare,,,
1079,Club Badminton Vienne,CBV38,Vienne,,,
1080,Club De Badminton Villeneuvois,CBV,Villeneuve-Tolosane,,,
1081,Club De Badminton Valenceen,CBV,Valençay,,,
1082,Club Badminton Thorigné-Fouillard,CBTF,Thorigné-Fouillard,,,
1083,Club Bad Saint Pierre La Cour,CBSPLC,Saint-Pierre-la-Cour,,,
1084,Club Badminton St Michel Tharon,CBSMT,Saint-Michel-Chef-Chef,,,
1085,Club Badminton St Maximin,CBSM,Saint-Maximin-la-Sainte-Baume,,,
1086,Club Badminton St Jeannais,CBSJ38,Saint-Jean-de-Bournay,,,
1087,Club de Badminton Seine Essonne,CBSE,Saint-Germain-lès-Corbeil,,,
1088,Club Des Bruyères S. Badminton,CBSB,Crévin,,,
1089,Club Badminton Scey sur saone,CBS,Scey sur Saone,,,
1090,Club de Badminton de Semoy,CBS,Semoy,,,
1091,Club Badminton Roanne,CBR42,Roanne,,,
1092,Club Badminton Rodez,CBR,Rodez,,,
1093,Club de Badminton Pringy,CBP,Pringy,,,
1094,Club De Badminton Provinois,CBP,Provins,,,
1095,Club De Badminton de Perenchies,CBP,Pérenchies,,,
1096,CLUB BADMINTON PLEURTUIT,CBP,Pleurtuit,,,
1097,Club de Badminton Oberhausbergen,CBO,Oberhausbergen,,,
1098,Club De Badminton D'olivet,CBO,Olivet,,,
1099,Club Badminton Orchies,CBO,Orchies,,,
1100,C. De Badminton Neuvic Mussidan,CBNM,Neuvic,,,
1101,Club de Badminton Noyers/Ancy le Franc,CBNA,NOYERS/SEREIN,,,
1102,Club Badminton de Nice,CBN,Nice,,,
1103,Club de Badminton de Neuilly-sur-Seine,CBN,Neuilly-sur-Seine,,,
1104,Club Badminton Noyon,CBN,Noyon,,,
1105,Cb Marles Les Mines,CBMA,Marles-les-Mines,,,
1106,Club Badminton Maurepas,CBM,Maurepas,,,
1107,Club De Badminton De Menton,CBM,Menton,,,
1108,Club Badminton Malesherbes,CBM,LE MALESHERBOIS,,,
1109,C B Montreuil,CBM,Montreuil,,,
1110,Chavelot Badminton Loisir Compétition,CBLC,Chavelot,,,
1111,Club  de Badminton Landivisien,CBL29,Landivisiau,,,
1112,Club Badminton Liancourt,CBL,Liancourt,,,
1113,Club De Badminton De Lisses,CBL,Lisses,,,
1114,Club Badminton Lucon,CBL,Luçon,,,
1115,Crocq Badminton Haute Marche,CBHM,Crocq,,,
1116,Club De Badminton Heillecourt,CBH,Heillecourt,,,
1117,CLUB BADMINTON FLORANGE,CBF,Florange,,,
1118,Club Badminton Figeacois,CBF,Figeac,,,
1119,Chez Bad Et Minton,CBEM,Bastia,,,
1120,Club Badminton Epinal,CBE,Épinal,,,
1121,Club Badminton Emmerin,CBE,Emmerin,,,
1122,Club Badminton Esvrien,CBE,Esvre Sur Indre,,,
1123,Club De Badminton D'Etampes,CBE,Étampes,,,
1124,Cerdagne Badminton Estavar,CBE,Estavar,,,
1125,Club De Badminton De Croisilles,CBCR,Croisilles,,,
1126,Club Badminton Coutances,CBCO,Coutances,,,
1127,Conquerant Badminton Club Caen,CBCC,Caen,,,
1128,Club de Badminton de Carentan,CBCA,Carentan,,,
1129,Choisy Badminton Club 94,CBC94,Choisy-le-Roi,,,
1130,Club De Badminton Carrierois,CBC78,Carrières-sous-Poissy,,,
1131,Chassieu Badminton Club,CBC69,Chassieu,,,
1132,Club Badminton Canet 66,CBC66,Canet-en-Roussillon,,,
1133,Club De Badminton Castelpontin,CBC63,Pont-du-Château,,,
1134,Carquefou Badminton Club,CBC,Carquefou,,,
1135,Calais Badminton Club,CBC,Calais,,,
1136,Creil Badminton Club,CBC,Creil,,,
1137,Chaumont Badminton Club,CBC,Chaumont,,,
1138,Chatou Badminton Club,CBC,Chatou,,,
1139,Castillon Badminton Club,CBC,Castillon-la-Bataille,,,
1140,Chabris Badminton Club,CBC,Chabris,,,
1141,Chaingy Badminton Club,CBC,Chaingy,,,
1142,Chatel Badminton Club,CBC,Châtelaillon-Plage,,,
1143,CLUB BADMINTON COGOLINOIS,CBC,Cogolin,,,
1144,Chantilly Badminton Club,CBC,Chantilly,,,
1145,Club de Badminton Cormellois,CBC,Cormelles-le-Royal,,,
1146,Cocheren Badminton Club,CBC,Cocheren,,,
1147,Casteljaloux Badminton Club,CBC,Casteljaloux,,,
1148,Club de Badminton de Bourbon-Lancy,CBBL,Bourbon-Lancy,,,
1149,C.bad Brives Charensac-hte Loire,CBBCHL,Brives-Charensac,,,
1150,Club Badminton Briance Combade,CBBC,Roziers-Saint-Georges,,,
1151,Club De Bad. Du Villeneuvois,CBAV,Villeneuve-sur-Lot,,,
1152,Club Badminton Anse,CBANS69,Anse,,,
1153,Club De Badminton De Checy,CBAC,Chécy,,,
1154,Club Bad. Aulnay Sous Bois,CBAB,Aulnay-sous-Bois,,,
1155,Club Badminton Ampuis,CBA69,Ampuis,,,
1156,Champa'Bad,CB69,Champagne-au-Mont-d'Or,,,
1157,Chatel Badminton,CB63,Châtelguyon,,,
1158,Champibad,CB,Champigneulles,,,
1159,Cognac Badminton,CB,Cognac,,,
1160,Champa' Bad,CB,Champagnole,,,
1161,Coursac Badminton,CB,Coursac,,,
1162,Courseulles Badminton,CB,Courseulles-sur-Mer,,,
1163,COUDBAD,CB,Coudekerque-Branche,,,
1164,Courçon Badminton,CB,Courçon,,,
1165,Coubron Badminton,CB,Coubron,,,
1166,Casinca Bad,CB,VESCOVATO,,,
1167,Club Athlétique Voutréen,CAVB,Voutré,,,
1168,Castelnau Badminton,CASTELBAD,Castelnau,,,
1169,Le Volant de l' Esquirot,CASH,Sainte-Hélène,,,
1170,C.a.s. Electricite Gaz De France,CASEGF87,Limoges,,,
1171,Club et Association Sportive de Badminton d'Aspach,CASBA,Aspach,,,
1172,Cartusienne,CARTU38,Saint-Laurent-du-Pont,,,
1173,Copains Acharnes Raq. Loconoise,CARL,Locon,,,
1174,Club Athlétique Badminton Ribérac,CARBAD,Ribérac,,,
1175,Club Athlétique d'Orsay - Badminton,CAOBAD,Orsay,,,
1176,Cercle Aloysia Obernai Badminton,CAOB,Obernai,,,
1177,Club Amical Morcenais Badminton,CAMB,Morcenx,,,
1178,Club Athlétique de L'hay les roses Badminton,CALB,L'Hay-les-Roses,,,
1179,Section Badminton de Carbon Blanc du CACBO,CACBO,Carbon-Blanc,,,
1180,Club Alenconnais Badminton,CAB,Alençon,,,
1181,Club Auscitain De Badminton,CAB,Auch,,,
1182,Club Aulnésien de Badminton,CAB,Aulnoye-Aymeries,,,
1183,Club De Badminton De Bartenheim,C2B,Bartenheim,,,
1184,Le Badminton Yssingelais,BY43,Yssingeaux,,,
1185,Bad. Wambrechies Marquette,BWM,Wambrechies,,,
1186,Badminton Vesoul,BVVN,Vesoul,,,
1187,Badminton Valdahon Vercel,BVV,Valdahon,,,
1188,Badminton Venissieux Sud-est,BVSE69,Vénissieux,,,
1189,Badminton Vallée de la Sauer,BVS,Woerth,,,
1190,Badminton Val De Reuil Louviers,BVRL,Val-de-Reuil,,,
1191,Badminton Val De Morteau,BVM,Morteau,,,
1192,Badminton de Velaine en Haye,BVEH,Malzéville,,,
1193,Badmin Val de Cher,BVC,Saint Aignan sur Cher,,,
1194,Badminton Villeneuve D'ascq,BVA,Villeneuve-d'Ascq,,,
1195,Les Broonnais Volants,BV,Broons,,,
1196,Bouchemaine Volant,BV,Bouchemaine,,,
1197,Questembert Badminton Club,BUSQ,Questembert,,,
1198,Badminton U.s. Forges Les Eaux,BUSF,Forges-les-Eaux,,,
1199,Bad-Tennis Magnilais,BTM,Les Magnils-Reigniers,,,
1200,Les Badistes de Tremblay les Villages,BTLV,Tremblay-les-Villages,,,
1201,Badminton Trèbes Carcassonne,BTC,Trèbes,,,
1202,Bad' in Town Bezak,BTB,Besançon,,,
1203,Bad Tournon 36,BT36,Tournon-Saint-Martin,,,
1204,Badminton Thiaucourtois,BT,Thiaucourt-Regniéville,,,
1205,Badmin'Tonic Club,BT,Saint-Gilles-Croix-de-Vie,,,
1206,Badminton Theillois,BT,Le Theil,,,
1207,Badmin'tonus,BT,Geispolsheim,,,
1208,BADMIN'TRAINOU,BT,Traînou,,,
1209,Badminton Sport Wervicquois,BSW,Wervicq-Sud,,,
1210,Badminton St Witz,BSW,Saint-Witz,,,
1211,Bsr Lambersart,BSRL,Lambersart,,,
1212,Bad. Sport et Loisir Chiroquois,BSLC,Chilly-Mazarin,,,
1213,Badminton St Laurent,BSL,Saint-Laurent-Médoc,,,
1214,Badminton Saint Gaudens,BSG31,Saint-Gaudens,,,
1215,Badminton De Saint Girons,BSG,Saint-Girons,,,
1216,Badminton Saint Esteve,BSE66,Saint-Estève,,,
1217,Badminton Sud Essonne,BSE,Étréchy-Etampes,,,
1218,Badminton Saint-cere,BSC46,Saint-Céré,,,
1219,Bad Santeny Club,BSC,Santeny,,,
1220,Bathie Smatch Badminton,BSBB73,La Bâthie,,,
1221,Badminton Saint Brevin,BSB,Saint-Brevin-les-Pins,,,
1222,BADminton Soulaines sur Aubance,BSA,Soulaines-sur-Aubance,,,
1223,Badminton Saintais,BS17,Saintes,,,
1224,Badminton Saverne,BS,Saverne,,,
1225,Badminton Salonais,BS,Salon-de-Provence,,,
1226,Badminton Salinois,BS,Salins-les-Bains,,,
1227,Badminton Suceen,BS,Sucé-sur-Erdre,,,
1228,Badminton Sorigny,BS,Sorigny,,,
1229,Bad and Squash,BS,La Garenne-Colombes,,,
1230,Ligue BRETAGNE,BRET,Rennes,,,
1231,Badminton Rochefort Club,BRC,Rochefort,,,
1232,Badminton Rullicois,BR86,Rouillé,,,
1233,Badminton Rochelais,BR,La Rochelle,,,
1234,Badminton Quiberon,BQ,Quiberon,,,
1235,Badminton du Pays Voironnais,BPV38,Voiron,,,
1236,Badminton Pays De Ploermel,BPP,Ploërmel,,,
1237,Badminton Pays de Plélan,BPP,Plélan-le-Petit,,,
1238,Bad. Performances et Loisirs Etoupières Dauphine,BPLED,Le Havre,,,
1239,Badminton Petite-Île,BPI,Petite-Île,,,
1240,Badminton Plessis Grammoire,BPG,Le Plessis-Grammoire,,,
1241,Badminton du Pays Fort,BPF,Vailly-sur-Sauldre,,,
1242,Badmin'Ploz Club,BPC,Plozévet,,,
1243,Bad du Pays Beaumontois,BPB,BEAUMONTOIS EN PERIGORD,,,
1244,Badminton Plerinais,BP,Plerin Sur Mer,,,
1245,Badminclub Pirisien,BP,Perriers-sur-Andelle,,,
1246,Badminton Olympique Uni. Mars,BOUM,Marseille,,,
1247,Bosco Bad - Association Sportive de Badminton,BOSCOBAD,Saint-Martin-du-Bois,,,
1248,BADMINTON OF SOMMIERES,BOS,Sommières,,,
1249,Badminton Olympique De Pernes,BOP,Pernes-les-Fontaines,,,
1250,Ligue BOURGOGNE-FRANCHE-COMTE,BOFC,Chenôve,,,
1251,Badminton Omnisports Eulalien,BOE,Sainte-Eulalie,,,
1252,Badminton Olympique C Concarnois,BOCC,Concarneau,,,
1253,Bad On Challes,BOC73,Challes-les-Eaux,,,
1254,BAD OEYRE CLUB,BOC,Oeyreluy,,,
1255,Beauvais Oise Badminton,BOB,Beauvais,,,
1256,Bretteville L'orgueilleuse Bad.,BOB,Bretteville-l'Orgueilleuse,,,
1257,Badminton Orgeres En Beauce,BOB,Orgères-en-Beauce,,,
1258,Badminton Nancy Villers,BNV,Nancy - Villers les Nancy,,,
1259,Badminton Nord Pays d'Auge,BNPA,DOZULE / BAVENT,,,
1260,BADMINTON NUEIL AUBIERS,BNA,Nueil-les-Aubiers,,,
1261,Bad'Nantes,BN44,Nantes,,,
1262,Bad Nesle,BN,Nesle,,,
1263,Bad'Novicien,BN,Neuvy-le-Roi,,,
1264,Badminton Margny-Venette,BMV,Margny-lès-Compiègne et Venette,,,
1265,Badminton Marly-Metz-Cuvry,BMMC,Marly-Metz-Cuvry,,,
1266,Badminton Maisons-laffitte,BML,Maisons-Laffitte,,,
1267,Badminton Marcellinois,BM42,Saint-Marcellin-en-Forez,,,
1268,BADMINTON MAGESCQUOIS,BM40,Magescq,,,
1269,Badminton Montgermontais,BM35,Montgermont,,,
1270,Badminton Maconnais,BM,Mâcon,,,
1271,Badminton Muret,BM,Muret,,,
1272,Badminton Martellois,BM,Saint-Just-le-Martel,,,
1273,Badminton du Lac de Villeneuve de la Raho,BLVR,Villeneuve-de-la-Raho,,,
1274,Badminton et Loisirs Villettois,BLV38,Villette-d'Anthon,,,
1275,Badminton Longueville sur Scie,BLS,Longueville-sur-Scie,,,
1276,Badminton Locoal Mendon,BLM,Locoal-Mendon,,,
1277,Badminton Le Garric,BLG,Le Garric,,,
1278,Badminton Lure Citers,BLC,Lure,,,
1279,Badminton La Châtre,BLC,La Châtre,,,
1280,Badminton Loisir de l'Ass. Sportive de Thales,BLAST,Cholet,,,
1281,Badaubance,BLA,Vauchrétien,,,
1282,Bad Ligneronnais,BL,Saint-Christophe-du-Ligneron,,,
1283,Badminton Langeadois,BL,Langeac,,,
1284,Badminton Lapalissois,BL,Lapalisse,,,
1285,Badminton Javené - Billé,BJB,Javené,,,
1286,Bad Jeunes 83,BJ83,Ollioules,,,
1287,Badminton Jocondien,BJ,Joué-lès-Tours,,,
1288,Badminton Jusséen,BJ,Jussey,,,
1289,Bad'In Matheysine,BIM38,La Mure,,,
1290,Bad In Marseille,BIM,Marseille,,,
1291,Bad'inMontfort,BIM,Montfort-le-Gesnois,,,
1292,Bad Is Good,BIG,Vert-Saint-Denis,,,
1293,Bad In Giessen,BIG,Eschau,,,
1294,Bad'In Franois,BIF,Franois,,,
1295,Badminton Ic,BIC,Pordic,,,
1296,Badminton Illet Club,BIC,Sens-de-Bretagne,,,
1297,Bad In Bouc,BIB,Port-de-Bouc,,,
1298,Badminton House Herbretais,BHH,Les Herbiers,,,
1299,Basse-ham Badminton Club,BHBC,BASSE HAM,,,
1300,Bad'Hyères,BH83,Hyères,,,
1301,Badminton Gard Rhodanien,BGR,Bagnols-sur-Cèze,,,
1302,Badminton de Gevrey-Chambertin,BGC,Gevrey-Chambertin,,,
1303,BAD Ganges,BG,Ganges,,,
1304,BADMINTON GONDREVILLE,BG,Gondreville,,,
1305,Badminton Guidelois,BG,Guidel,,,
1306,Bad Graçayais,BG,Graçay,,,
1307,Bad'Gy,BG,Gidy,,,
1308,le Bad En Folie Pornic Badminton Club,BFPBC,Pornic,,,
1309,Bad'in Fenouillet,BF,Fenouillet,,,
1310,Bad Fulk,BF,Grand-Fougeray,,,
1311,Badminton Entente La Seyne - Toulon,BEST,Toulon,,,
1312,Les Badistes d'Espace en Pévèle,BEP59,Coutiches,,,
1313,Badminton Etoile Portesienne,BEP,Portet-sur-Garonne,,,
1314,Badminton Est-Lyonnais,BEL,Vaulx-en-Velin,,,
1315,Badminton des Electriciens et Gaziers 63,BEG63,Gerzat,,,
1316,Badminton en Folie,BEF,Pouzauges,,,
1317,Badminton Ennezat Chappes,BEC63,Ennezat,,,
1318,Badminton Epinac Club,BEC,Épinac,,,
1319,Bad en Combrailles,BEC,Manzat,,,
1320,Badminton Evasion Bron,BEB69,Bron,,,
1321,Binic - Etables Badminton,BEB,Binic - Etables sur Mer,,,
1322,Badminton Ecubéen,BE,Écouché,,,
1323,BAD du RIED,BDR,Kogenheim-Benfeld,,,
1324,Badminton du Rabastinois,BDR,Rabastens,,,
1325,Badminton De La Plaine,BDLP,Contrexéville,,,
1326,Les Bouchons d'Loudia Badminton Club,BDLBC,Loudéac,,,
1327,Badminton Détente Levroux,BDL36,Levroux,,,
1328,Badmin'dombes Chatillon,BDCC01,Châtillon-sur-Chalaronne,,,
1329,Badminton Des Couleurs,BDC,Morestel,,,
1330,Bad'Bernin,BDB38,Bernin,,,
1331,Badminton Dolois,BD,Dole,,,
1332,Badminton Domfrontais,BD,Domfront,,,
1333,B. C. Wittenheim,BCW84,Wittenheim,,,
1334,Badminton Club Vouneuil-sur-Vienne,BCVV86,Vouneuil-sur-Vienne,,,
1335,Badminton C. Vallons De La Tour,BCVT,La Tour-du-Pin,,,
1336,Badminton Club de Villers Pol,BCVP,Villers-Pol,,,
1337,Badminton Creuzier Le Vieux,BCVL,Creuzier-le-Vieux,,,
1338,Badminton Club Villeurbannais,BCVIL69,Villeurbanne,,,
1339,Badminton Club Du Val De Gray,BCVG,Gray,,,
1340,Badminton Club de Vendegies sur Ecaillon,BCVE,Vendegies-sur-Écaillon,,,
1341,Badminton Club Vichy Cusset,BCVC,Cusset,,,
